contour_area;contour_perimetr;contour_circularity;aspect_ratio;class;
 51486.0; 1289.6753091812134; 646992.16; 1.1593939789155567;0;
 49222.5; 851.477266907692; 618548.18; 1.2578271814147608;0;
 52097.0; 854.80821621418; 654670.21; 1.091049094427085;0;
 51019.0; 872.9503560066223; 641123.66; 1.2006555496160316;0;
 41085.0; 770.5239472389221; 516289.34; 1.1956694866249062;0;
 55158.0; 899.0924857854843; 693135.87; 1.147302939657836;0;
 53334.0; 880.180804848671; 670214.81; 1.0696202337807257;0;
 55431.0; 1536.410371541977; 696566.49; 1.073137728895024;0;
 57900.5; 1344.2022199630737; 727599.14; 1.125831304672229;0;
 44615.0; 809.7199088335037; 560648.62; 1.1039764399033598;0;
 42829.0; 1110.3372175693512; 538205.09; 1.1462991448378224;0;
 44512.5; 1433.633679509163; 559360.57; 1.081866600047165;0;
 52149.0; 869.4356361627579; 655323.66; 1.2131082108071474;0;
 47729.0; 1641.724079489708; 599780.3; 1.2425611378843993;0;
 59959.0; 1409.2732874155045; 753467.02; 1.096630500576754;0;
 45441.0; 805.577768445015; 571028.45; 1.0808130103058864;0;
 46089.0; 816.749346613884; 579171.46; 1.3075287331631948;0;
 54486.0; 898.6660811901093; 684691.27; 1.0326335661497728;0;
 50122.0; 835.0924867391586; 629851.63; 1.0777739533509174;0;
 56474.0; 1204.420476436615; 709673.21; 1.108222245798964;0;
 45664.5; 813.1929938793182; 573837.03; 1.2508456205266207;0;
 49864.0; 844.5828231573105; 626609.5; 1.075598202997988;0;
 47996.5; 847.7371500730515; 603141.81; 1.1098392402479342;0;
 56102.0; 895.8620408773422; 704998.52; 1.1106180310443263;0;
 47999.0; 1157.3666529655457; 603173.22; 1.0411361599654363;0;
 40381.0; 754.7249599695206; 507442.61; 1.0886847310110055;0;
 38030.0; 1145.2245180606842; 477899.07; 1.0956086053516032;0;
 48078.5; 835.9381623268127; 604172.25; 1.1503368868267925;0;
 35918.0; 730.7249573469162; 451358.9; 1.3250656382910044;0;
 46679.0; 1352.6458718776703; 586585.61; 1.1664351517144123;0;
 53697.0; 879.2102388143539; 674776.4; 1.0421327755731453;0;
 42456.0; 781.6122608184814; 533517.83; 1.188890890183143;0;
 51390.5; 854.163555264473; 645792.07; 1.0790018617893453;0;
 54120.0; 880.3473219871521; 680091.98; 1.2410026345587934;0;
 49628.0; 844.0630575418472; 623643.84; 1.133268664364441;0;
 49419.5; 1349.006262421608; 621023.75; 1.1179800626589758;0;
 41598.5; 1307.0895216464996; 522742.17; 1.212731253649812;0;
 47933.5; 829.6538883447647; 602350.13; 1.1584583443268863;0;
 38089.5; 748.6833304166794; 478646.77; 1.1042295793547843;0;
 63905.0; 1109.3666523694992; 803053.91; 1.0318961272247267;0;
 53296.0; 1028.45496571064; 669737.29; 1.0219832759172758;0;
 44335.5; 860.2468152046204; 557136.32; 1.0475184973053413;0;
 65542.5; 1090.6976066827774; 823631.35; 1.0851837426112916;0;
 3862.5; 254.2670260667801; 48537.61; 1.8823333243215004;1;
 7158.0; 331.2203435897827; 89950.08; 1.3677721524344792;1;
 8603.5; 381.6051186323166; 108114.77; 1.6473515315582392;1;
 2267.0; 182.3675308227539; 28487.96; 1.1811421642804278;1;
 2442.0; 194.0243854522705; 30687.08; 1.2622005385384738;1;
 3966.0; 238.9949471950531; 49838.23; 1.239073190466558;1;
 9725.5; 406.1492751836777; 122214.24; 1.9343560220785843;1;
 12504.5; 439.889390707016; 157136.18; 1.4755856692923397;1;
 4564.0; 267.1370824575424; 57352.92; 1.4277101638164114;1;
 4329.5; 261.37972366809845; 54406.1; 1.5997541647966669;1;
 8632.0; 361.22034335136414; 108472.91; 1.2596453848596867;1;
 3194.5; 218.2670259475708; 40143.27; 1.1238345159366645;1;
 4324.0; 264.65180230140686; 54336.99; 1.787633562943339;1;
 1987.0; 172.22539508342743; 24969.38; 1.2659885063163065;1;
 6707.0; 318.39191579818726; 84282.65; 1.346492128094574;1;
 8773.5; 368.4924213886261; 110251.05; 1.4990749841518263;1;
 10498.0; 425.16146898269653; 131921.76; 1.9305625408985483;1;
 1854.0; 168.2253954410553; 23298.05; 1.4022966786306785;1;
 4494.0; 260.65180146694183; 56473.27; 1.045274915387366;1;
 3071.0; 223.82337391376495; 38591.32; 1.3948186672997551;1;
 2907.0; 207.68123924732208; 36530.44; 1.4217128720118541;1;
 2224.0; 188.22539579868317; 27947.61; 1.5749028583718707;1;
 2209.5; 183.49747371673584; 27765.4; 1.4270493948595697;1;
 2387.5; 186.12489008903503; 30002.21; 1.0750053548257295;1;
 2175.0; 179.53910338878632; 27331.86; 1.1286714781447527;1;
 2343.0; 191.8822501897812; 29443.01; 1.6763021531841142;1;
 3025.0; 209.33809340000153; 38013.27; 1.3482343572196331;1;
 2166.0; 180.56854164600372; 27218.76; 1.1060562277762525;1;
 2186.0; 181.74011421203613; 27470.09; 1.4723414053531416;1;
 1958.0; 178.22539520263672; 24604.95; 1.4854350641555127;1;
 2915.5; 218.06601548194885; 36637.25; 1.5217968468396077;1;
 3450.0; 236.50966656208038; 43353.98; 1.7071481978368837;1;
 1797.0; 171.39696848392487; 22581.77; 1.5087231173791151;1;
 2286.0; 190.02438533306122; 28726.72; 1.6322815473633685;1;
 3464.0; 227.1959571838379; 43529.91; 1.3892393702123964;1;
 2544.0; 193.05382299423218; 31968.85; 1.437101293852525;1;
 1910.0; 169.74011480808258; 24001.77; 1.2508170753714434;1;
 5845.0; 321.1370828151703; 73450.44; 1.8569313430480892;1;
 5959.5; 297.5218588113785; 74889.29; 1.2968048378334456;1;
 3113.0; 212.85281205177307; 39119.11; 1.176393904500018;1;
 3751.0; 245.13708329200745; 47136.46; 1.4220910469120784;1;
 3004.0; 210.02438461780548; 37749.38; 1.1896991890045976;1;
 2458.0; 197.53910338878632; 30888.14; 1.748171261759622;1;
 3564.0; 238.9949471950531; 44786.54; 1.1921019278152372;1;
 3884.0; 236.65180337429047; 48807.78; 1.2629486905325065;1;
 3659.0; 247.68123960494995; 45980.35; 1.9159411762466387;1;
 2856.5; 204.95331728458405; 35895.84; 1.1899158118990967;1;
 2009.0; 175.88224959373474; 25245.84; 1.2252550840305383;1;
 2965.5; 211.5807341337204; 37265.57; 1.4194961815947087;1;
 3798.0; 239.2792180776596; 47727.08; 1.3975932208041242;1;
 2105.5; 179.9827550649643; 26458.49; 1.370133510413151;1;
 3563.0; 228.1665209531784; 44773.98; 1.0886686918666906;1;
 2312.0; 187.68123996257782; 29053.45; 1.285845939284352;1;
 4403.0; 261.82337498664856; 55329.73; 1.250313594509903;1;
 3946.0; 241.82337594032288; 49586.9; 1.1917039496895012;1;
 6647.0; 317.8233757019043; 83528.67; 1.4728504517615766;1;
 5544.5; 288.26702630519867; 69674.24; 1.4530628360278532;1;
 2731.5; 199.29646348953247; 34325.04; 1.0698252355189986;1;
 1955.0; 174.22539567947388; 24567.25; 1.134834423588423;1;
 1836.0; 163.39696776866913; 23071.86; 1.1119552169352231;1;
 3135.0; 212.36753046512604; 39395.57; 1.0935885355578554;1;
 2359.5; 187.2964632511139; 29650.35; 1.1603354540607362;1;
 4180.0; 247.3969690799713; 52527.43; 1.0127600435283797;1;
 2640.5; 195.0954531431198; 33181.5; 1.178157625031945;1;
 2819.0; 222.6518018245697; 35424.6; 1.6742411856405797;1;
 3164.0; 224.65180146694183; 39760.0; 1.6253777757978087;1;
 3231.5; 231.4385987520218; 40608.23; 1.9206254065795694;1;
 2898.5; 207.2375876903534; 36423.63; 1.3160148130030498;1;
 2053.0; 172.50966656208038; 25798.76; 1.1148815281256288;1;
 2126.0; 174.02438497543335; 26716.1; 1.0711750403026732;1;
 4736.5; 264.7523069381714; 59520.61; 1.3510609777244793;1;
 2737.5; 205.92388021945953; 34400.44; 1.396511680261469;1;
 5292.0; 286.7939374446869; 66501.23; 1.3851244827012203;1;
 3173.5; 215.09545254707336; 39879.38; 1.1939015709970808;1;
 3668.0; 231.68123972415924; 46093.45; 1.2100112065022268;1;
 4408.5; 259.8650051355362; 55398.84; 1.5809654857716908;1;
 3435.0; 226.16652011871338; 43165.48; 1.313480116739035;1;
 5362.5; 296.35028648376465; 67387.16; 1.7195652160735728;1;
 2050.5; 175.29646348953247; 25767.34; 1.4901907368738365;1;
 1934.0; 167.88224959373474; 24303.36; 1.039939457952376;1;
 4612.0; 277.96551072597504; 57956.1; 1.8674662227523229;1;
 2572.0; 194.16652083396912; 32320.71; 1.206904616803167;1;
 9085.5; 363.2619740962982; 114171.76; 1.1574646512317959;1;
 3666.0; 233.6812391281128; 46068.31; 1.1623700786267994;1;
 6233.0; 321.7644990682602; 78326.19; 1.7798478025467848;1;
 7051.0; 346.73506224155426; 88605.48; 1.6991555629035056;1;
 2764.5; 217.92388081550598; 34739.73; 1.982931747098577;1;
 2145.0; 175.0538227558136; 26954.86; 1.0225547343766594;1;
 2452.0; 189.53910410404205; 30812.74; 1.1140580208183537;1;
 2644.0; 198.02438473701477; 33225.48; 1.278486169186842;1;
 3303.0; 224.16652083396912; 41506.72; 1.3147077293195237;1;
 1975.0; 173.0538228750229; 24818.58; 1.188044104382847;1;
 6058.0; 294.30865502357483; 76127.07; 1.0602679125259005;1;
 7462.0; 371.7644991874695; 93770.26; 2.3870716794270663;1;
 6385.0; 329.62236392498016; 80236.28; 1.8753562156487034;1;
 1472.0; 149.88224983215332; 18497.7; 1.1248103445893813;1;
 5101.0; 275.48022878170013; 64101.06; 1.400449857830782;1;
 4658.5; 258.69343090057373; 58540.44; 1.2322968568445547;1;
 10127.0; 381.22034442424774; 127259.64; 1.0948548288535163;1;
 12291.0; 453.102592587471; 154453.26; 1.9781817602741472;1;
 2151.5; 186.81118190288544; 27036.55; 1.5807040122266527;1;
 2471.0; 193.53910374641418; 31051.5; 1.502609070319692;1;
 12421.5; 476.2325350046158; 156093.17; 2.160729650903894;1;
 2746.0; 197.53910386562347; 34507.25; 1.0835747645682852;1;
 6021.0; 308.79393768310547; 75662.12; 1.6494164696039708;1;
 7738.5; 348.35028624534607; 97244.86; 1.1401081918802471;1;
 7363.5; 387.60511910915375; 92532.47; 2.603525247751111;1;
 9234.5; 412.5756837129593; 116044.15; 2.251888356893468;1;
 9185.0; 398.6761871576309; 115422.11; 1.8677122822737637;1;
 1459.0; 153.7401144504547; 18334.33; 1.24014784212573;1;
 2228.0; 182.02438497543335; 27997.87; 1.2054824902808372;1;
 3671.0; 236.3675309419632; 46131.15; 1.5864467561543751;1;
 8609.5; 375.2619740962982; 108190.17; 1.6318946332917492;1;
 1255.0; 139.88224935531616; 15770.8; 1.397382218933855;1;
 2357.0; 198.7106763124466; 29618.94; 1.8139648871216925;1;
 3954.0; 245.53910374641418; 49687.43; 1.250374373316588;1;
 6865.5; 326.8355668783188; 86274.42; 1.3286667284159874;1;
 11892.0; 447.161469578743; 149439.28; 1.7707087671990924;1;
 3621.0; 251.48022854328156; 45502.83; 1.930984768889716;1;
 2560.0; 199.6812390089035; 32169.91; 1.3256447013067922;1;
 11671.5; 431.60511803627014; 146668.39; 1.477870354183291;1;
 4744.0; 280.6518015861511; 59614.86; 1.6398990239079332;1;
 2751.0; 202.50966691970825; 34570.09; 1.0244551321267337;1;
 2036.0; 173.53910422325134; 25585.13; 1.076677042475591;1;
 9660.5; 390.6345571279526; 121397.42; 1.6069053427182705;1;
 3324.0; 223.6812391281128; 41770.62; 1.3836833875157273;1;
 17076.0; 535.5290006399155; 214583.34; 1.941573709129101;1;
 12137.0; 456.13203144073486; 152518.04; 2.0219964975068265;1;
 1986.0; 170.22539579868317; 24956.81; 1.2629895959903523;1;
 9588.0; 392.53405237197876; 120486.36; 1.6980553988152922;1;
 9237.0; 392.04877066612244; 116075.57; 1.7004154880241609;1;
 8621.0; 363.48022842407227; 108334.68; 1.1762891881921964;1;
 4531.0; 261.96550965309143; 56938.23; 1.581649725472697;1;
 4106.5; 246.89444231987; 51603.8; 1.2415843014282337;1;
 3658.0; 234.0243856906891; 45967.78; 1.2221744442075178;1;
 1649.5; 155.98275530338287; 20728.23; 1.0928652060746902;1;
 12705.0; 458.7594473361969; 159655.74; 1.5258461449503218;1;
 11825.0; 434.87719678878784; 148597.33; 1.7210749481965626;1;
 2869.0; 214.9949471950531; 36052.92; 1.5362572230959772;1;
 6135.0; 306.59292685985565; 77094.68; 1.4866577157906011;1;
 9262.0; 386.39191687107086; 116389.72; 1.4496491691702134;1;
 4580.0; 265.137083530426; 57553.98; 1.2957178043596205;1;
 4513.0; 260.651802778244; 56712.03; 1.3139096105579824;1;
 4455.0; 261.4213545322418; 55983.18; 1.3589037079947535;1;
 7011.0; 322.5929266214371; 88102.82; 1.218511897281668;1;
 4674.5; 264.75230729579926; 58741.5; 1.2660602034589734;1;
 6107.0; 304.4507910013199; 76742.83; 1.3147573554811407;1;
 1641.0; 156.56854128837585; 20621.41; 1.2454848442553415;1;
 5061.0; 306.10764491558075; 63598.4; 2.202730727632437;1;
 2552.0; 196.3675309419632; 32069.38; 1.0915547862523358;1;
 2768.5; 200.61017155647278; 34790.0; 1.0291938617842065;1;
 7708.0; 339.2792181968689; 96861.58; 1.2851223583463036;1;
 5143.5; 273.5218597650528; 64635.13; 1.2693585865638992;1;
 7606.5; 372.9777030944824; 95586.1; 2.058261442290868;1;
 9774.5; 411.20309805870056; 122829.99; 1.8810408545425517;1;
 2249.0; 209.88225042819977; 28261.77; 2.278983899048345;1;
 4834.0; 337.1370836496353; 60745.84; 3.2460561042504055;1;
 3784.5; 280.7523069381714; 47557.43; 2.8633921828388664;1;
 2066.5; 180.95331752300262; 25968.4; 1.6018792063228848;1;
 2817.5; 216.61017227172852; 35405.75; 1.667135184987053;1;
 1855.0; 175.3969691991806; 23310.62; 1.5548566716448633;1;
 3005.0; 234.308655500412; 37761.94; 1.9756317541218937;1;
 1606.5; 153.63960886001587; 20187.87; 1.3449758335568325;1;
 3483.0; 238.0243856906891; 43768.67; 1.7657881482762758;1;
 7914.0; 374.6761865615845; 99450.26; 2.070975816527759;1;
 3735.0; 232.79393696784973; 46935.39; 1.0634733325520687;1;
 3618.5; 241.23758804798126; 45471.41; 1.5796244399476864;1;
 9301.0; 388.93607246875763; 116879.81; 1.7207551367755576;1;
 10058.5; 400.63455629348755; 126398.84; 1.80155404190216;1;
 8427.5; 364.2914117574692; 105903.09; 1.4374202266133138;1;
 15204.0; 475.16146862506866; 191059.1; 1.1455237129268492;1;
 10983.0; 408.13203036785126; 138016.45; 1.3132504949897978;1;
 5760.5; 294.4091601371765; 72388.58; 1.5041272779571149;1;
 4228.0; 249.3380926847458; 53130.61; 1.2740225838940562;1;
 2566.0; 197.33809423446655; 32245.31; 1.3648522161079992;1;
 3644.5; 236.95331799983978; 45798.14; 1.5883570865541836;1;
 2784.0; 206.50966703891754; 34984.78; 1.4510631033501475;1;
 4223.5; 256.06601548194885; 53074.07; 1.048652537650647;1;
 12410.5; 480.7178180217743; 155954.94; 2.3807853366056455;1;
 3874.5; 245.43859910964966; 48688.4; 1.368254364499459;1;
 3440.0; 227.48022842407227; 43228.31; 1.0804322973639942;1;
 4593.0; 285.33809316158295; 57717.34; 1.7712277658556368;1;
 4853.0; 280.3675305843353; 60984.6; 1.4646440000875691;1;
 6416.0; 313.3380934000015; 80625.83; 1.3544885197956242;1;
 4196.5; 256.46803629398346; 52734.77; 1.2317467603887011;1;
 9650.0; 406.6761871576309; 121265.48; 1.8666854322638042;1;
 5860.0; 298.3086568117142; 73638.93; 1.017787177282881;1;
 7002.5; 329.32084798812866; 87996.01; 1.4627332483401494;1;
 2286.5; 185.6396086215973; 28733.01; 1.3053192845626007;1;
 7121.0; 336.7939375638962; 89485.13; 1.2346022922955993;1;
 11456.0; 435.3624801635742; 143960.34; 1.5547645581926122;1;
 12994.0; 441.4213539361954; 163287.42; 1.4281222009886971;1;
 5113.0; 278.30865585803986; 64251.85; 1.5273296227213777;1;
 3963.0; 248.4507920742035; 49800.53; 1.2365978867044989;1;
 19967.0; 594.0731542110443; 250912.72; 1.7147786690591733;1;
 4117.0; 263.2792184352875; 51735.75; 1.8256622646975966;1;
 3887.0; 238.50966668128967; 48845.48; 1.1506361182055698;1;
 3905.0; 246.02438580989838; 49071.68; 1.354839521904937;1;
 5783.5; 298.40916085243225; 72677.6; 1.3777098425483785;1;
 9658.0; 388.93607211112976; 121366.01; 1.4954232263964409;1;
 2916.0; 211.1959583759308; 36643.54; 1.462983478687695;1;
 2570.5; 207.4385985136032; 32301.86; 1.489467091652352;1;
 3715.0; 231.88224947452545; 46684.07; 1.313659643031016;1;
 3540.5; 233.2375888824463; 44491.24; 1.2005847618590555;1;
 3327.5; 224.2670258283615; 41814.6; 1.2577993522424158;1;
 2591.0; 199.19595789909363; 32559.47; 1.3141636150491518;1;
 2851.0; 203.88224983215332; 35826.72; 1.120656996871688;1;
 2730.0; 200.85281217098236; 34306.19; 1.3724572868537595;1;
 3979.5; 256.06601548194885; 50007.87; 1.491053080323574;1;
 2465.5; 194.81118202209473; 30982.39; 1.3474128431692929;1;
 4071.0; 245.27921843528748; 51157.69; 1.4208865686787389;1;
 5387.0; 286.79393768310547; 67695.04; 1.2613105098283623;1;
 2161.5; 179.78174448013306; 27162.21; 1.2371791320432264;1;
 6013.5; 321.3208488225937; 75567.87; 1.9193648800237153;1;
 3748.5; 258.6934324502945; 47105.04; 2.0759640366933216;1;
 5585.0; 295.6223638057709; 70183.18; 1.3808883287104132;1;
 4811.5; 282.69343280792236; 60463.09; 1.694363726936574;1;
 5463.0; 282.3086556196213; 68650.08; 1.2302930240682373;1;
 6269.0; 311.96550941467285; 78778.58; 1.3799814937715975;1;
 3435.0; 221.33809435367584; 43165.48; 1.2200564174019217;1;
 5349.0; 301.82337379455566; 67217.52; 1.9918016048191745;1;
 5394.0; 280.16652035713196; 67783.0; 1.2419662504022464;1;
 4540.0; 283.90663516521454; 57051.32; 2.163673040555971;1;
 2166.0; 178.56854164600372; 27218.76; 1.055026001810005;1;
 1841.5; 168.61017203330994; 23140.97; 1.3086365094687011;1;
 2347.0; 192.36753118038177; 29493.27; 1.22458401849019;1;
 3782.5; 243.58073377609253; 47532.3; 1.5799450440264127;1;
 4944.5; 299.66399478912354; 62134.42; 1.9223268618301153;1;
 1852.0; 162.71067667007446; 23272.92; 1.1120770223451568;1;
 1637.0; 159.19595777988434; 20571.15; 1.376111160489553;1;
 8019.0; 425.98989593982697; 100769.73; 2.6123101237784736;1;
 3802.0; 254.30865573883057; 47777.34; 1.8025753837195282;1;
 1536.5; 156.32590067386627; 19308.23; 1.2909401439040036;1;
 4483.5; 261.92388010025024; 56341.32; 1.1999363483702823;1;
 2913.5; 207.58073329925537; 36612.12; 1.2678160909049614;1;
 1752.0; 163.1959583759308; 22016.28; 1.1208235174895917;1;
 1654.0; 161.53910386562347; 20784.78; 1.3546039348399133;1;
 1648.5; 158.61017155647278; 20715.66; 1.5639328073584933;1;
 3700.5; 243.5807341337204; 46501.85; 1.6497004960778967;1;
 1565.5; 153.98275542259216; 19672.65; 1.2521446424150942;1;
 3468.5; 228.4680359363556; 43586.46; 1.1873158647529656;1;
 3179.0; 218.50966608524323; 39948.49; 1.2331618298325044;1;
 2730.5; 201.92388021945953; 34312.47; 1.2388942088932648;1;
 3315.0; 218.0243856906891; 41657.52; 1.2163005084228775;1;
 2062.0; 193.33809340000153; 25911.86; 2.138148361078016;1;
 1290.5; 147.982754945755; 16216.9; 1.664535706879575;1;
 4632.0; 262.30865705013275; 58207.43; 1.1514416121206272;1;
 2530.5; 200.409161567688; 31799.2; 1.5347994767225328;1;
 5655.5; 339.2375878095627; 71069.11; 2.956691019614281;1;
 2235.5; 186.26702570915222; 28092.12; 1.4896927641444266;1;
 1181.0; 131.59797883033752; 14840.88; 1.115799721982256;1;
 3199.5; 222.61017155647278; 40206.1; 1.1481770466566699;1;
 2528.5; 200.46803617477417; 31774.07; 1.4515088785448476;1;
 1582.0; 155.0538227558136; 19880.0; 1.3110203663559883;1;
 1368.5; 146.46803641319275; 17197.08; 1.3288560854947455;1;
 1724.5; 166.9533166885376; 21670.71; 1.7730064089029034;1;
 1623.0; 163.53910493850708; 20395.22; 1.4653278425660345;1;
 1392.5; 148.81118214130402; 17498.67; 1.5653726089694797;1;
 2098.0; 179.39696848392487; 26364.25; 1.4200737828267467;1;
 1296.0; 139.39696836471558; 16286.02; 1.2112498804810166;1;
 3617.5; 244.89444184303284; 45458.85; 1.8184834342442853;1;
 1738.0; 163.05382227897644; 21840.35; 1.3117534024282476;1;
 3324.0; 222.0243856906891; 41770.62; 1.3506149567748302;1;
 2143.5; 177.6396096944809; 26936.02; 1.3916351171608237;1;
 4850.5; 296.97770273685455; 60953.18; 2.0368333359780384;1;
 2347.0; 184.85281240940094; 29493.27; 1.253267680089687;1;
 2951.5; 210.26702547073364; 37089.64; 1.259621825675489;1;
 3341.0; 223.68123936653137; 41984.24; 1.2383985656341066;1;
 1655.5; 157.15432822704315; 20803.63; 1.3230492817028088;1;
 2782.0; 212.36753058433533; 34959.64; 1.5723643883443081;1;
 2055.0; 188.36753118038177; 25823.89; 1.9369548105935606;1;
 1489.5; 148.8111822605133; 18717.61; 1.1710127684125982;1;
 2130.0; 178.36753046512604; 26766.37; 1.3902314257901642;1;
 2014.0; 175.68123972415924; 25308.67; 1.380885656931145;1;
 2995.5; 217.9238796234131; 37642.56; 1.4906084178312726;1;
 2387.0; 190.99494814872742; 29995.93; 1.5466020306827055;1;
 3284.0; 216.85281240940094; 41267.96; 1.0928345234278891;1;
 1134.0; 130.56854164600372; 14250.26; 1.2009601560072005;1;
 2811.0; 203.19595801830292; 35324.07; 1.3671075623576836;1;
 3401.5; 232.40916109085083; 42744.51; 1.5724596415823016;1;
 2519.5; 198.61017167568207; 31660.97; 1.3505648037753852;1;
 6147.5; 306.6934325695038; 77251.76; 1.3689990218324406;1;
 4555.5; 267.7228693962097; 57246.1; 1.6385826020566283;1;
 2517.5; 208.89444291591644; 31635.84; 1.8576274507936033;1;
 5380.0; 337.9655100107193; 67607.07; 2.8396957129372438;1;
 2539.0; 191.53910410404205; 31906.01; 1.1279865955959578;1;
 1885.5; 169.2964630126953; 23693.89; 1.1160941250908696;1;
 4204.5; 261.03657817840576; 52835.31; 1.469088956259315;1;
 4545.0; 268.16652023792267; 57114.15; 1.595950187128195;1;
 3574.5; 237.9238795042038; 44918.49; 1.3788242944800653;1;
 2959.5; 212.0660161972046; 37190.17; 1.1885977093710105;1;
 4571.0; 267.48022866249084; 57440.88; 1.567017046485574;1;
 1843.0; 168.71067678928375; 23159.82; 1.050356608258557;1;
 1796.0; 164.85281217098236; 22569.2; 1.1776861552874216;1;
 1541.5; 156.66904652118683; 19371.06; 1.255382472612286;1;
 4290.0; 269.42135298252106; 53909.73; 1.881200491871875;1;
 2889.0; 207.68123936653137; 36304.24; 1.1658059434845687;1;
 2232.0; 181.19595849514008; 28048.14; 1.0964121517235121;1;
 1872.0; 167.88224983215332; 23524.25; 1.1801515573466685;1;
 1803.0; 161.53910386562347; 22657.17; 1.0880943809775356;1;
 51329.0; 1313.6753084659576; 645019.24; 1.689200047332438;2;
 36473.0; 984.3717051744461; 458333.24; 1.4720726432848243;2;
 67593.0; 1378.503735780716; 849398.69; 1.3959199439991599;2;
 53850.5; 1222.5209807157516; 676705.34; 1.4803566712288094;2;
 65974.0; 1020.6072069406509; 829053.73; 1.6108103075712623;2;
 29006.0; 957.4011437892914; 364500.15; 1.556668291971534;2;
 50244.0; 865.6366460323334; 631384.73; 1.2299719978027872;2;
 56133.0; 909.0681049823761; 705388.08; 1.376099502886251;2;
 41924.5; 922.8153564929962; 526838.8; 1.2994734181211978;2;
